Setting name,Date Resolved,County,Date Reported,Total cases,Total deaths,fips
Chappelow K-8 Magnet School,2022-02-28,Weld,2022-01-26,50,0,8123
University of Northern Colorado - Women's Basketball Team,2022-01-30,Weld,2022-01-26,5,0,8123
YMCA Inspire Preschool - Johnstown: January 2022,2022-02-23,Weld,2022-01-26,6,0,8123
Ann K Heiman Elementary School,2022-03-26,Weld,2022-01-27,33,0,8123
Planet View Inc (230374),2022-02-22,Weld,2022-01-27,15,0,8123
The Home Depot #1515,2022-03-29,Weld,2022-01-27,14,0,8123
The Home Depot #1552,2022-02-23,Weld,2022-01-27,11,0,8123
Eaton High School: October 2021,2022-03-14,Weld,2022-02-18,39,0,8123
Eaton Middle School,2022-03-06,Weld,2022-02-18,35,0,8123
Maxwell Center Assisted Living Residence (23V723): March 2022,2022-03-29,Weld,2022-03-02,7,0,8123
Leprino Foods - Greeley: February 2022,2022-04-01,Weld,2022-03-15,13,0,8123
Erie Middle School: January 2022,2022-03-16,Weld,2022-03-17,35,0,8123
Jefferson Junior/Senior High School,2022-02-18,Weld,2022-03-17,14,0,8123
Erie High School: January 2022,2022-04-05,Weld,2022-03-18,67,0,8123
Greeley Village LLC (23Q715): March 2022,2022-04-14,Weld,2022-03-28,9,0,8123
Montessori Academy of Northern Colorado,2022-05-14,Weld,2022-04-14,7,0,8123
"Fairacres Manor, Inc. (020369): May 2022",2022-10-23,Weld,2022-05-05,71,0,8123
Pelican Pointe Health & Rehabilitation Center (020332): May 2022,2022-05-24,Weld,2022-05-05,2,0,8123
Good Samaritan Society Water Valley Sr Lvg Resort (23V721): May 2022 #1,2022-05-23,Weld,2022-05-06,2,0,8123
The Lodge at Greeley (23R710): May 2022,2022-06-02,Weld,2022-05-06,10,0,8123
Life Care Center of Greeley (0203TL): May 2022,2022-08-01,Weld,2022-05-09,18,1,8123
Fred Tjardes School of Innovation,2022-05-31,Weld,2022-05-11,5,0,8123
55 Resort Apartments at Water Valley,2022-06-22,Weld,2022-05-23,11,0,8123
Town of Erie Parks & Recreation Department,2023-02-15,Weld,2022-05-23,40,0,8123
Broadview Health and Rehabilitation Center LLC (020321): May 2022,2022-06-17,Weld,2022-05-24,2,0,8123
"The Center at Centerplace, LLC (02Z779): May 2022",2022-09-23,Weld,2022-05-24,24,0,8123
Westlake Lodge Health and Rehabilitation Center (020317): May 2022,2022-08-05,Weld,2022-05-24,17,0,8123
MeadowView of Greeley (23N615): June 2022,2022-08-11,Weld,2022-05-25,15,0,8123
Good Samaritan Society Water Valley Sr Lvg Resort (23V721): May 2022 #2,2022-08-22,Weld,2022-06-01,18,0,8123
Grace Pointe Continuing Care Senior Campus - Skilled Nursing (02D975): May 2022,2022-07-11,Weld,2022-06-01,7,0,8123
Stephen's Farm at Adeo Colorado (23A930): May 2022,2022-06-23,Weld,2022-06-01,4,0,8123
Greeley Village LLC (23Q715): May 2022,2022-06-28,Weld,2022-06-02,4,0,8123
Kinnick Center RTF (2303FH): May 2022,2022-06-15,Weld,2022-06-06,3,0,8123
Pelican Pointe Health & Rehabilitation Center (020332): June 2022,2022-08-23,Weld,2022-06-06,21,0,8123
Garden Square of Greeley (2303DK): June 2022,2022-07-01,Weld,2022-06-07,3,0,8123
Columbine Commons Assisted Living (23R659): June 2022,2022-06-22,Weld,2022-06-08,3,0,8123
Weld County Jail: May 2022,2022-09-07,Weld,2022-06-20,22,0,8123
Grace Pointe Continuing Care Senior Campus Assisted Living (23T749): June 2022,2022-07-18,Weld,2022-06-24,11,0,8123
Birch Assisted Living (23Y767): June 2022,2022-07-14,Weld,2022-06-28,4,0,8123
Columbine Commons Health and Rehab LLC (02L578): June 2022,2022-07-12,Weld,2022-06-28,4,0,8123
Charleston Assisted Living (23K101): June 2022,2022-07-27,Weld,2022-06-29,8,0,8123
Brookdale Greeley (2303B5): June 2022,2022-07-14,Weld,2022-06-30,2,0,8123
Broadview Health and Rehabilitation Center LLC (020321): July 2022,2022-09-06,Weld,2022-07-06,16,0,8123
Columbine Commons Assisted Living (23R659): July 2022,2022-08-02,Weld,2022-07-07,3,0,8123
Ashley Manor - Ft Lupton 2 (2303VR): July 2022,2022-07-29,Weld,2022-07-08,17,0,8123
Greeley Village LLC (23Q715): July 2022,2022-08-08,Weld,2022-07-11,6,0,8123
Bridge Assisted Living At Life Care Ctr Of Greeley (23036H): June 2022,2022-07-28,Weld,2022-07-12,5,0,8123
Garden Square at Westlake (2303C0): July 2022,2022-08-04,Weld,2022-07-13,2,0,8123
YMCA Inspire Preschool - Johnstown: July 2022,2022-08-15,Weld,2022-07-18,7,0,8123
Garden Square of Greeley (2303DK): July 2022,2022-08-04,Weld,2022-07-19,11,0,8123
Columbine Commons Health and Rehab LLC (02L578): July 2022,2022-08-23,Weld,2022-07-25,6,0,8123
JBS Greeley Beef Plant: June 2022,2022-08-28,Weld,2022-07-26,135,0,8123
Garden Square at Westlake (2303C0): August 2022,2022-10-11,Weld,2022-08-04,9,0,8123
Life Care Center of Greeley (0203TL): August 2022,2022-08-29,Weld,2022-08-08,4,0,8123
Stephen's Farm at Adeo Colorado (23A930): August 2022,2022-09-08,Weld,2022-08-16,5,0,8123
Garden Square of Greeley (2303DK): August 2022,2022-09-13,Weld,2022-08-19,3,0,8123
Good Samaritan Society Water Valley Sr Lvg Resort (23V721): August 2022,2022-09-23,Weld,2022-08-26,4,0,8123
MeadowView of Greeley (23N615): September 2022,2022-09-19,Weld,2022-08-29,3,0,8123
Columbine Commons Assisted Living (23R659): August 2022,2022-09-27,Weld,2022-08-31,3,0,8123
The Lodge at Greeley (23R710): September 2022,2022-09-16,Weld,2022-08-31,3,0,8123
Westlake Lodge Health and Rehabilitation Center (020317): August 2022,2023-01-12,Weld,2022-08-31,99,8,8123
Pelican Pointe Health & Rehabilitation Center (020332): September 2022,2022-10-07,Weld,2022-09-01,4,0,8123
Broadview Health And Rehabilitation Center LLC (020321): September 2022,2022-11-09,Weld,2022-09-14,62,1,8123
Life Care Center of Greeley (0203TL): September 2022,2022-10-13,Weld,2022-09-21,13,0,8123
"The Center at Centerplace, LLC (02Z779): September 2022",2022-10-25,Weld,2022-09-27,13,1,8123
Gardens Care Senior Living - Memorial Park Assisted Living (2303J4): October 2022,2022-10-23,Weld,2022-10-06,12,0,8123
Grace Pointe Continuing Care Senior Campus Assisted Living (23T749): October 2022,2022-11-22,Weld,2022-10-07,21,0,8123
Cornerstone Community Church,2022-10-29,Weld,2022-10-10,5,0,8123
Kinnick Center RTF (2303FH): October 2022,2022-11-04,Weld,2022-10-21,1,0,8123
Life Care Center of Greeley (0203TL): October 2022,2022-11-29,Weld,2022-10-24,57,3,8123
Brookdale Greeley (2303B5): October 2022,2022-11-23,Weld,2022-10-31,28,0,8123
Columbine Commons Assisted Living (23R659): November 2022,2022-11-30,Weld,2022-10-31,20,1,8123
Garden Square at Westlake (2303C0): November 2022,2022-12-16,Weld,2022-10-31,10,0,8123
"The Center at Centerplace, LLC (02Z779): November 2022",2023-01-18,Weld,2022-11-01,20,1,8123
Windsong at Northridge (23K987): October 2022,2022-11-28,Weld,2022-11-01,5,0,8123
Grace Pointe Continuing Care Senior Campus - Skilled Nursing (02D975): October 2022,2022-11-28,Weld,2022-11-02,20,0,8123
Good Samaritan Society Water Valley Sr Lvg Resort (23V721): November 2022,2022-12-13,Weld,2022-11-08,4,0,8123
Bridge Assisted Living At Life Care Ctr Of Greeley (23036H): November 2022,2023-01-14,Weld,2022-11-14,38,0,8123
Kinnick Center RTF (2303FH): November 2022,2022-11-30,Weld,2022-11-14,1,0,8123
Columbine Commons Health and Rehab LLC (02L578): November 2022,2022-12-09,Weld,2022-11-23,4,0,8123
"Fairacres Manor, Inc. (020369): November 2022",2022-12-05,Weld,2022-11-28,3,0,8123
Greeley Village LLC (23Q715): November 2022,2023-01-04,Weld,2022-11-29,6,0,8123
Life Care Center of Greeley (0203TL): December 2022,2022-12-27,Weld,2022-12-02,4,0,8123
Stephen's Farm at Adeo Colorado (23A930): December 2022,2022-12-19,Weld,2022-12-06,3,0,8123
MeadowView of Greeley (23N615): December 2022,2022-12-30,Weld,2022-12-15,3,0,8123
The Lodge at Greeley (23R710): December 2022,2023-01-15,Weld,2022-12-16,7,0,8123
Garden Square at Westlake (2303C0): December 2022,2023-01-10,Weld,2022-12-19,3,0,8123
Pelican Pointe Health & Rehabilitation Center (020332): December 2022,2023-01-05,Weld,2022-12-19,12,0,8123
Good Samaritan Society Water Valley Sr Lvg Resort (23V721): December 2022,2023-02-10,Weld,2022-12-21,20,0,8123
Columbine Commons Assisted Living (23R659): December 2022,2023-01-11,Weld,2022-12-28,1,0,8123
Life Care Center of Greeley (0203TL): February 2023,2023-03-01,Weld,2023-01-12,4,0,8123
Columbine Commons Assisted Living (23R659): January 2023,2023-02-13,Weld,2023-01-20,2,0,8123
"The Center at Centerplace, LLC (02Z779): February 2023",2023-02-23,Weld,2023-01-20,4,0,8123
Columbine Commons Health and Rehab LLC (02L578): January 2023,2023-02-20,Weld,2023-01-24,20,0,8123
Gray Cara (230333): January 2023,2023-02-13,Weld,2023-02-01,1,0,8123
Stephen's Farm at Adeo Colorado (23A930): February 2023,2023-03-20,Weld,2023-02-24,24,0,8123
MeadowView of Greeley (23N615): March 2023,2023-03-18,Weld,2023-03-06,3,0,8123
Windsong at Northridge (23K987): March 2023,2023-03-28,Weld,2023-03-15,5,0,8123
Greeley Village LLC (23Q715): March 2023,2023-04-13,Weld,2023-03-23,4,0,8123
Garden Square of Westlake (2303C0): April 2023,2023-04-20,Weld,2023-04-03,5,0,8123
North Shore Health & Rehab Facility (020331): March 2020 ,2020-05-19,Larimer,2020-03-17,42,11,8069
The Residence at Oakridge (23R289): April 2020,2020-06-02,Larimer,2020-03-18,15,1,8069
Lemay Avenue Health & Rehabilitation (020326): April 2020,2020-06-02,Larimer,2020-04-20,21,1,8069
Center at Rock Creek LLC (02S685): April 2020,2020-06-02,Larimer,2020-04-30,23,1,8069
Walmart Distribution Center: May 2020,2020-06-19,Larimer,2020-05-05,33,0,8069
Anheuser-Busch- Loveland,2020-07-07,Larimer,2020-05-15,11,0,8069
Chick-Fil-A- Fort Collins - #02346,2020-06-23,Larimer,2020-05-15,14,0,8069
Pollution Solutions,2020-06-23,Larimer,2020-05-28,5,0,8069
The Standard at Fort Collins,2020-07-26,Larimer,2020-05-29,11,0,8069
Loveland Steam Laundry,2020-07-13,Larimer,2020-06-11,8,0,8069
Genesis Hospitality Corporation: June 2020,2020-07-21,Larimer,2020-06-23,3,0,8069
Lake Loveland Dermatology (Ideal Dermatology): June 2020,2020-07-21,Larimer,2020-06-23,7,0,8069
Pueblo Viejo Family Mexican Restaurant,2020-07-31,Larimer,2020-06-30,5,0,8069
"Splash Pool Services, Inc",2020-08-15,Larimer,2020-07-07,5,0,8069
The Women's Clinic of Northern Colorado - Fort Collins: June 2020,2020-07-28,Larimer,2020-07-07,2,0,8069
Rehabilitation and Nursing Center of the Rockies (020325): July 2020,2020-08-07,Larimer,2020-07-09,10,2,8069
Seven Lakes Memory Care (23S218): July 2020,2020-08-25,Larimer,2020-07-13,48,5,8069
The Still Whiskey Steaks,2020-08-10,Larimer,2020-07-13,4,0,8069
Avant Garde Aleworks,2020-08-07,Larimer,2020-07-16,3,0,8069
Walmart #3177: July 2020,2020-09-15,Larimer,2020-07-16,5,0,8069
Associates in Periodontics,2020-08-03,Larimer,2020-07-21,2,0,8069
Colorado State University - Athletics Program,2020-08-31,Larimer,2020-07-21,25,0,8069
Hobby Lobby- Johnstown: July 2020,2020-07-29,Larimer,2020-07-21,2,0,8069
Tony's Restaurant and Lounge,2020-08-07,Larimer,2020-07-21,3,0,8069
Starbucks - Fort Collins,2020-08-16,Larimer,2020-07-23,4,0,8069
AmeriGas Propane,2020-08-19,Larimer,2020-07-24,5,0,8069
Colorado State University - Kappa Sigma Fraternity,2020-08-19,Larimer,2020-07-24,9,0,8069
Be Quick Horseshoeing,2020-08-06,Larimer,2020-07-28,2,0,8069
Brother's Bar & Grill: August 2020,2020-09-02,Larimer,2020-08-03,4,0,8069
Walmart #2729: August 2020,2020-08-31,Larimer,2020-08-03,4,0,8069
Logos Imaging LLC,2020-08-25,Larimer,2020-08-04,3,0,8069
Rodizio Grill Fort Collins,2020-08-24,Larimer,2020-08-06,2,0,8069
Level Engineering and Inspection,2020-08-27,Larimer,2020-08-10,2,0,8069
North Shore Health & Rehab Facility (020331): August 2020,2020-09-09,Larimer,2020-08-10,5,1,8069
Health District of Northern Larimer County Family Dental Clinic: August 2020,2020-09-03,Larimer,2020-08-11,2,0,8069
Rehabilitation and Nursing Center of the Rockies (020325): August 2020,2020-09-23,Larimer,2020-08-12,46,7,8069
Culver's- Fort Collins,2020-09-08,Larimer,2020-08-17,4,0,8069
Encompass Technologies,2020-09-15,Larimer,2020-08-21,2,0,8069
The Home Depot #1544: August 2020,2020-09-11,Larimer,2020-08-24,2,0,8069
Cameron Peak Fire,2021-01-10,Larimer,2020-08-25,79,0,8069
Columbine West Health & Rehab Facility (020335): August 2020,2020-09-29,Larimer,2020-08-27,52,6,8069
At the Beach,2020-09-09,Larimer,2020-09-01,2,0,8069
Silver Grill Cafe: August 2020,2020-10-01,Larimer,2020-09-08,3,0,8069
Hydro Construction - Boyd Lake Filter Plant,2020-09-26,Larimer,2020-09-09,2,0,8069
Molecular Coatings,2020-10-06,Larimer,2020-09-15,2,0,8069
Front Range Raynor Garage,2020-10-19,Larimer,2020-09-17,3,0,8069
J Street Biscuit Co.,2020-10-19,Larimer,2020-09-21,3,0,8069
"Alpine ENT, PC",2020-10-22,Larimer,2020-09-22,5,0,8069
DS Constructors,2020-10-21,Larimer,2020-09-25,2,0,8069
SOAR Basketball,2020-10-21,Larimer,2020-09-28,6,0,8069
Little Thompson Water District,2020-10-21,Larimer,2020-09-29,6,0,8069
Paradise Nails & Spa,2020-10-14,Larimer,2020-09-29,2,0,8069
Turnberry Place Assisted Living (23Y394),2020-10-27,Larimer,2020-09-30,16,1,8069
Front Range Roofing Systems LLC- Larimer,2020-10-23,Larimer,2020-10-01,4,0,8069
Colorado State University,2021-06-22,Larimer,2020-10-02,3003,0,8069
Northern Colorado Rehabilitation Hospital,2020-11-09,Larimer,2020-10-02,4,0,8069
Revelation Chiropractic,2020-10-28,Larimer,2020-10-02,4,0,8069
The Crown Pub,2020-11-02,Larimer,2020-10-02,4,0,8069
La Cabana Mexican Bar & Grill,2020-10-17,Larimer,2020-10-06,2,0,8069
Brookdale Fort Collins Assisted Living (2303WA): October 2020,2020-12-07,Larimer,2020-10-12,5,1,8069
Estes Park Condos,2020-10-29,Larimer,2020-10-12,2,0,8069
Fort Collins Kia,2020-10-26,Larimer,2020-10-12,3,0,8069
Wendy's- Fort Collins,2020-10-29,Larimer,2020-10-12,3,0,8069
Wells Fargo Bank - Fort Collins,2020-11-02,Larimer,2020-10-14,2,0,8069
"Fischer, Brown, Bartlett, and Gunn, P.C.",2020-11-11,Larimer,2020-10-19,3,0,8069
La Buena Vida,2020-10-28,Larimer,2020-10-19,2,0,8069
Royal Vista Veterinary Specialists,2020-11-03,Larimer,2020-10-19,3,0,8069
Liberty Common High School,2021-03-23,Larimer,2020-10-20,73,0,8069
Prospect Park Living Center (020396),2020-12-09,Larimer,2020-10-20,24,5,8069
Red Robin Gourmet Burgers- Fort Collins,2021-01-05,Larimer,2020-10-21,6,0,8069
Waste-Not Recycling,2020-11-08,Larimer,2020-10-22,3,0,8069
AutoZone Auto Store #5967,2020-11-10,Larimer,2020-10-24,2,0,8069
BJ's Restaurant: October 2020,2020-12-06,Larimer,2020-10-26,5,0,8069
Catalyst Financial Group,2020-11-10,Larimer,2020-10-26,4,0,8069
Costco Wholesale #1178: November 2020,2021-02-12,Larimer,2020-10-26,20,0,8069
Hach Company: October 2020,2021-01-22,Larimer,2020-10-26,28,0,8069
Union Bar & Soda Fountain,2020-12-16,Larimer,2020-10-26,5,0,8069
Dust 'N' Mop Cleaning Service,2020-11-11,Larimer,2020-10-27,4,0,8069
Crystal Nails,2020-11-11,Larimer,2020-10-28,4,0,8069
"Allura Skin, Laser, and Wellness Clinic: October 2020",2020-11-21,Larimer,2020-10-29,9,0,8069
Larimer County Sheriff's Department,2020-12-19,Larimer,2020-10-29,6,0,8069
The Courtyard of Loveland (230369): October 2020,2020-12-04,Larimer,2020-10-29,38,0,8069
Long Building Technologies-Construction Site,2020-11-22,Larimer,2020-10-30,2,0,8069
Poppy's Pizza,2020-11-27,Larimer,2020-10-30,4,0,8069
Anderson Podiatry Center,2020-11-28,Larimer,2020-11-02,5,0,8069
Boys & Girls Club of Larimer County - Wellington ,2020-12-01,Larimer,2020-11-02,3,0,8069
Dahl of Loveland,2020-11-25,Larimer,2020-11-02,6,0,8069
Doug's Day Diner,2020-11-21,Larimer,2020-11-02,2,0,8069
Orthopedic & Spine Center of the Rockies- Loveland,2021-01-01,Larimer,2020-11-02,10,0,8069
Ptarmigan Country Club,2020-11-18,Larimer,2020-11-02,2,0,8069
Sam's Club #8147: November 2020,2021-02-16,Larimer,2020-11-02,15,0,8069
Simply Delicious- Loveland,2020-11-27,Larimer,2020-11-02,9,0,8069
Walmart #4599: November 2020,2021-01-06,Larimer,2020-11-02,23,0,8069
Walmart Distribution Center: October 2020,2022-03-21,Larimer,2020-11-02,253,0,8069
Crown and Jade Design and Engineering,2020-11-21,Larimer,2020-11-03,2,0,8069
Home Daycare #1 - Loveland,2020-11-23,Larimer,2020-11-03,2,0,8069
Loveland Aleworks,2020-12-02,Larimer,2020-11-03,5,0,8069
Starry Night Espresso Cafe,2020-10-25,Larimer,2020-11-03,2,0,8069
Voice of Truth Tabernacle,2020-11-17,Larimer,2020-11-03,6,0,8069
Code 4 Security Services,2021-01-04,Larimer,2020-11-04,11,0,8069
Concentra Urgent Care,2020-11-24,Larimer,2020-11-04,2,0,8069
Fossil Ridge High School: November 2020,2021-06-28,Larimer,2020-11-04,150,0,8069
Interstates Construction Services,2020-12-22,Larimer,2020-11-04,10,0,8069
Jim's Wings,2020-12-05,Larimer,2020-11-04,3,0,8069
Fort Collins High School: November 2020,2020-12-27,Larimer,2020-11-05,28,0,8069
Fort Collins Jeep: October 2020,2020-12-23,Larimer,2020-11-05,26,0,8069
Lucile Erwin Middle School: October 2020,2020-12-10,Larimer,2020-11-05,15,0,8069
Rocky Mountain High School: October 2020,2021-06-25,Larimer,2020-11-05,119,0,8069
Scheels,2021-06-11,Larimer,2020-11-05,52,0,8069
TEN Salon and Spa,2020-11-23,Larimer,2020-11-06,2,0,8069
The Women's Clinic of Northern Colorado - Fort Collins: November 2020,2020-11-30,Larimer,2020-11-06,3,0,8069
Brother's Bar & Grill: November 2020,2020-12-17,Larimer,2020-11-09,4,0,8069
J.C.'s Carpentry,2020-11-27,Larimer,2020-11-09,3,0,8069
Larimer County Elections Department,2020-12-10,Larimer,2020-11-09,21,0,8069
Platte River Power Authority,2020-12-22,Larimer,2020-11-09,5,0,8069
Poudre High School: November 2020,2020-12-27,Larimer,2020-11-09,39,0,8069
A D Specialty Construction,2020-11-19,Larimer,2020-11-10,2,0,8069
Broadcom Inc.,2021-06-23,Larimer,2020-11-10,90,0,8069
I-Kota Construction- Mason Place Jobsite,2020-11-27,Larimer,2020-11-10,3,0,8069
"K Coe Isom, LLC",2020-11-25,Larimer,2020-11-10,2,0,8069
Ryan's Sports Grill,2020-12-01,Larimer,2020-11-10,3,0,8069
Sprague Roofing,2020-12-20,Larimer,2020-11-10,3,0,8069
Viegut Funeral Home,2020-12-02,Larimer,2020-11-10,3,0,8069
"Earth Engineering Consultants, LLC",2020-11-28,Larimer,2020-11-11,2,0,8069
Hixxa Communications,2020-12-01,Larimer,2020-11-11,5,0,8069
Murphy's Resort,2020-12-02,Larimer,2020-11-11,4,0,8069
A Woman's Place LLC,2020-12-06,Larimer,2020-11-12,4,0,8069
Fort Collins Police Department: October 2020,2021-02-24,Larimer,2020-11-12,35,0,8069
Hydro Construction,2020-12-02,Larimer,2020-11-12,2,0,8069
Kind Care of Colorado: Octoberber 2020,2020-11-16,Larimer,2020-11-12,4,0,8069
"Little Bear's Child Care, Inc.: November 2020",2020-12-10,Larimer,2020-11-12,5,0,8069
Orthopedic & Spine Center of the Rockies- Fort Collins,2021-02-19,Larimer,2020-11-12,27,0,8069
Pride Roofing & Construction,2020-12-08,Larimer,2020-11-12,9,0,8069
Sonic Drive In- Fort Collins,2020-11-26,Larimer,2020-11-12,2,0,8069
Walker Manufacturing,2020-12-15,Larimer,2020-11-12,15,0,8069
Lemay Avenue Health & Rehabilitation (020326): November 2020,2021-01-28,Larimer,2020-11-13,85,9,8069
Stanley Hotel,2020-12-08,Larimer,2020-11-13,3,0,8069
Studio Be Salon LLC - Old Town: October 2020,2020-12-28,Larimer,2020-11-13,5,0,8069
City of Fort Collins Streets Department,2020-12-06,Larimer,2020-11-16,2,0,8069
Colorado In Motion,2020-12-01,Larimer,2020-11-16,4,0,8069
Creative Foam: November 2020,2020-12-07,Larimer,2020-11-16,2,0,8069
Fort Collins Select PT,2020-12-16,Larimer,2020-11-16,7,0,8069
Hillcrest of Loveland (23E476): November 2020,2021-01-04,Larimer,2020-11-16,36,2,8069
HomeWell Care Services,2020-12-08,Larimer,2020-11-16,6,0,8069
Loveland High School: November 2020,2020-12-25,Larimer,2020-11-16,16,0,8069
Phase 2 Company (PK-8 site),2020-12-13,Larimer,2020-11-16,8,0,8069
Rehabilitation and Nursing Center of the Rockies (020325): November 2020,2020-11-30,Larimer,2020-11-16,7,0,8069
Thompson Valley High School: November 2020,2020-12-16,Larimer,2020-11-16,13,0,8069
Antonio's Real NY Pizza,2020-12-16,Larimer,2020-11-17,3,0,8069
Associated Thermoforming Inc,2020-12-26,Larimer,2020-11-17,4,0,8069
Housing Catalyst,2020-12-11,Larimer,2020-11-17,4,0,8069
Larimer County Jail: December 2020,2021-05-17,Larimer,2020-11-17,90,0,8069
North Shore Health & Rehab Facility (020331): November 2020,2021-01-28,Larimer,2020-11-17,157,7,8069
Puckhogs,2020-12-10,Larimer,2020-11-17,12,0,8069
Sunstate Equipment,2020-12-03,Larimer,2020-11-17,7,0,8069
Triple Crown Sports,2020-12-22,Larimer,2020-11-17,7,0,8069
Black Canyon Inn,2020-12-15,Larimer,2020-11-18,7,0,8069
Blevins Middle School,2021-03-30,Larimer,2020-11-18,23,0,8069
Columbine West Health & Rehab Facility (020335): November 2020,2021-02-11,Larimer,2020-11-18,61,4,8069
East Larimer County (ELCO) Water District,2020-12-05,Larimer,2020-11-18,2,0,8069
Hearts and Horses Therapeutic Riding Center ,2020-12-14,Larimer,2020-11-18,4,0,8069
Little People's Landing - Loveland: December 2020,2020-12-20,Larimer,2020-11-19,7,0,8069
Lowes #2568,2020-12-19,Larimer,2020-11-19,6,0,8069
