Setting name,Investigation status,Date outbreak was considered closed:,COVID Setting Type,"If setting type is other, specify","Is this an At Risk Population? (Healthcare, Corrections, Highly Mobile, Schools, Critical Infrastructure)",Colorado county (exposure location),Date reported to public health,Total resident cases,Total staff cases,Total attendee cases,Total resident deaths,Total staff deaths ,Total attendee deaths,Total cases,Total deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellowship Church: April 2021,Resolved,5/28/2021,Religious Facility,,,Mesa,4/16/2021,,,6,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellowship Church: August 2020,Resolved,9/27/2020,Religious Facility,,,Mesa,8/31/2020,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellowship Church: February 2021,Resolved,3/16/2021,Religious Facility,,,Mesa,2/4/2021,,2,10,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenix Outdoor,Resolved,11/20/2020,Non-Food Manufacturer/Warehouse,,,Adams,9/30/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Alarm Services,Resolved,12/17/2020,Materials Supplier,Fire alarm supplier,,Adams,10/6/2020,,15,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Department Complex,Resolved,6/1/2021,Municipal/Local Government,Fire Department,Yes,El Paso,5/6/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire on the Mountain,Resolved,2/9/2021,Restaurant - Sit Down,,,Denver,11/25/2020,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firefly Autism,Resolved,12/21/2020,Healthcare - Facility for Developmentally Disabled (outpatient),,Yes,Jefferson,11/12/2020,,8,1,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firestone Complete Auto Care - Castle Rock,Resolved,1/26/2021,Other,Auto Repair,,Douglas,1/11/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First American Title Insurance CO,Resolved,12/21/2020,Office/Indoor Workspace,,,Denver,11/24/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - 12345 W Colfax Lakewood: March 2021,Resolved,5/25/2021,Office/Indoor Workspace,,,Jefferson,4/27/2021,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - 12345 W Colfax Lakewood: November 2020,Resolved,3/15/2021,Office/Indoor Workspace,,,Jefferson,11/17/2020,,30,,,,,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - 3190 Youngfield Wheat Ridge,Resolved,6/2/2021,Office/Indoor Workspace,,,Jefferson,5/11/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - 4350 Wadsworth Wheat Ridge,Resolved,12/6/2020,Office/Indoor Workspace,,,Jefferson,12/1/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - 550 Wadsworth Lakewood,Resolved,12/25/2020,Office/Indoor Workspace,,,Jefferson,11/25/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - Aurora,Resolved,11/3/2020,Office/Indoor Workspace,,,Arapahoe,10/27/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - Evergreen,Resolved,12/8/2020,Office/Indoor Workspace,,,Jefferson,11/17/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank - Fort Collins,Resolved,5/21/2021,Office/Indoor Workspace,,,Larimer,4/28/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Bank- 7590 W Colfax Lakewood,Resolved,12/17/2020,Office/Indoor Workspace,,,Jefferson,11/23/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Baptist Church,Resolved,11/11/2020,Religious Facility,,,Logan,10/12/2020,,,14,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Farm Bank,Resolved,5/15/2021,Office/Indoor Workspace,,,Weld,4/5/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Light Home Care of the Western Slope,Resolved,1/20/2021,Healthcare - Outpatient,Home Health Agency,Yes,Mesa,1/19/2021,,2,2,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First National Bank of Trinidad,Resolved,3/6/2021,Office/Indoor Workspace,,,Las Animas,2/9/2021,,11,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First National Bank- Fort Collins,Resolved,12/13/2020,Office/Indoor Workspace,,,Larimer,11/24/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Presbyterian Church,Resolved,3/16/2021,Religious Facility,,,Mesa,2/3/2021,,3,13,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Step Preschool,Resolved,12/1/2020,Child Care Center,,Yes,El Paso,10/20/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fischer, Brown, Bartlett, and Gunn, P.C.",Resolved,11/11/2020,Office/Indoor Workspace,,,Larimer,10/19/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisher's Peak Elementary School,Resolved,1/8/2021,School K-12,,Yes,Las Animas,12/9/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitzmorris Preschool,Resolved,12/8/2020,Child Care Center,,Yes,Jefferson,10/29/2020,,2,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitzsimmons Early Learning Center,Resolved,2/5/2021,Child Care Center,,Yes,Adams,12/22/2020,,4,6,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Guys- Lakewood,Resolved,12/16/2020,Restaurant - Sit Down,,,Jefferson,11/25/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Star Residences at Dayton Place (2304D3): November 2020,Resolved,12/18/2020,Healthcare - Assisted Living,,Yes,Arapahoe,11/30/2020,3,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Star Residences of Dayton Place (2304D3): December 2020,Resolved,2/15/2021,Healthcare - Assisted Living,,Yes,Arapahoe,12/30/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Star Residences of Dayton Place (2304D3): May 2020,Resolved,7/28/2020,Healthcare - Assisted Living,,Yes,Arapahoe,5/20/2020,14,11,,3,,,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix It 24/7,Resolved,12/6/2020,Home Maintenance Services,Home Repair Service,,Jefferson,11/10/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstaff Academy,Resolved,12/23/2020,School K-12,,Yes,Boulder,12/3/2020,,2,7,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flat Irons Dance Studio,Resolved,5/19/2021,Youth Sports/Activities,Dance Studio,,Jefferson,5/4/2021,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flatirons Health and Rehab (02H512),Resolved,3/23/2021,Healthcare - Skilled Nursing,,Yes,Boulder,1/22/2021,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flatirons Volleyball Club - 15U,Resolved,3/29/2021,Youth Sports/Activities,,,Boulder,3/9/2021,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flatirons Volleyball Club - 16U,Resolved,3/31/2021,Youth Sports/Activities,,,Boulder,3/8/2021,,1,6,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleming Football,Resolved,8/17/2020,Youth Sports/Activities,Youth Sports Club/Team,,Logan,7/24/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletcher Miller School: December 2020,Resolved,1/26/2021,School K-12,,Yes,Jefferson,12/29/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletcher Miller School: January 2021,Resolved,3/10/2021,School K-12,,Yes,Jefferson,2/8/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Florence Care Home, Inc (23068G)",Resolved,2/3/2021,Healthcare - Assisted Living,,Yes,Fremont,12/1/2020,8,5,,1,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence Crittenton Early Childhood Education Center,Resolved,11/23/2020,Child Care Center,,Yes,Denver,10/30/2020,,2,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flores and Perez Construction,Resolved,12/18/2020,Construction Company/Contractor,,,El Paso,9/22/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florissant Fossil Beds National Monument,Resolved,12/18/2020,Office/Indoor Workspace,,,Colorado,10/27/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Right,Resolved,12/1/2020,Home Maintenance Services,Home Repair Service,,Pueblo,10/28/2020,,21,,,,,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower Subaru,Resolved,1/15/2021,Other,Auto Dealership,,Montrose,12/1/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floyd's 99 Barbershop- Denver,Resolved,8/26/2020,Personal Services,Barbershop,,Denver,7/14/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floyd's 99 Barbershop- Fort Collins,Resolved,1/1/2021,Personal Services,Barbershop,,Larimer,12/14/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FMH Material Handling Solutions, Inc.",Resolved,1/5/2021,Materials Supplier,,,Denver,12/4/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNG,Resolved,1/11/2021,Restaurant - Sit Down,,,Denver,12/22/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focus on the Family,Resolved,9/22/2020,Other,Multifaceted Christian Ministry Organization,,El Paso,8/25/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food King,Resolved,6/16/2020,Grocery Store,,,Weld,5/27/2020,,14,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodbank of the Rockies,Resolved,1/6/2021,Food Distribution,,Yes,Denver,11/6/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foothills Elementary School,Resolved,3/15/2021,School K-12,,Yes,El Paso,2/17/2021,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foothills Orthopedic & Sport Therapy P.C.,Resolved,12/19/2020,Healthcare - Outpatient,Physical Therapy Center,,Larimer,12/2/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foothills Park & Recreation District - Ridge All Day Preschool ,Resolved,11/24/2020,Child Care Center,,Yes,Jefferson,10/29/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lakes Metro District,Resolved,6/10/2021,Municipal/Local Government,Local Government,,La Plata,5/18/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Ridge Senior Living (02D453): May 2021,Resolved,7/10/2021,Healthcare - Skilled Nursing,,Yes,Teller,5/6/2021,5,9,,1,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Ridge Senior Living (02D453): November 2020,Resolved,2/22/2021,Healthcare - Skilled Nursing,,Yes,Teller,11/25/2020,26,30,,4,,,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Street Compassionate Care Center (02H516): April 2020,Resolved,7/27/2020,Healthcare - Skilled Nursing,,Yes,Denver,4/18/2020,36,19,,10,,,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Street Compassionate Care Center (02H516): April 2021,Resolved,5/14/2021,Healthcare - Skilled Nursing,,Yes,Denver,4/22/2021,1,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FormTight Inc.,Resolved,12/30/2020,Non-Food Manufacturer/Warehouse,,,Denver,12/4/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Colorado Temple - The Church of Jesus Christ of Latter-day Saints,Resolved,1/16/2021,Religious Facility,,,Larimer,12/15/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Dodge Chrysler Jeep,Resolved,5/24/2021,Other,Auto Dealership,,Larimer,5/4/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Health Care Center (020395): April 2021 #1,Resolved,4/15/2021,Healthcare - Skilled Nursing,,Yes,Larimer,4/13/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Health Care Center (020395): April 2021 #2,Resolved,5/13/2021,Healthcare - Skilled Nursing,,Yes,Larimer,4/26/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Health Care Center (020395): November 2020,Resolved,1/21/2021,Healthcare - Assisted Living,,Yes,Larimer,12/1/2020,46,40,,6,,,86,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins High School Wrestling Invitational,Resolved,3/9/2021,Youth Sports/Activities,,,Larimer,2/5/2021,,,5,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins High School: January 2021,Resolved,7/6/2021,School K-12,,Yes,Larimer,1/19/2021,,5,78,,,,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins High School: November 2020,Resolved,12/27/2020,School K-12,,Yes,Larimer,11/5/2020,,1,28,,,,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Jeep: March 2021,Resolved,4/13/2021,Other,Auto Dealership,,Larimer,3/12/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Jeep: October 2020,Resolved,12/23/2020,Other,Auto Dealership,,Larimer,11/5/2020,,26,,,,,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Kia,Resolved,10/26/2020,Other,Auto Dealership,,Larimer,10/12/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Police Department: March 2021,Resolved,5/9/2021,Law Enforcement - Other,,Yes,Larimer,3/29/2021,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Police Department: October 2020,Resolved,2/24/2021,Law Enforcement - Other,,Yes,Larimer,11/12/2020,,35,,,,,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins Select PT,Resolved,12/16/2020,Healthcare - Outpatient,Physical Therapy Center,,Larimer,11/16/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lewis College - Women's Basketball Team,Resolved,3/29/2021,College/University,,Yes,La Plata,3/5/2021,,1,4,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lewis College- Football Team: April 2021,Resolved,5/12/2021,College/University,,Yes,La Plata,4/13/2021,,,9,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lewis College- Football Team: November 2020,Resolved,11/29/2020,College/University,,Yes,La Plata,11/7/2020,,4,1,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Logan Northgate,Resolved,11/19/2020,School K-12,,Yes,Arapahoe,10/8/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lupton City Hall,Resolved,12/20/2020,Municipal/Local Government,,,Weld,11/25/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forterra Pipe & Precast,Resolved,5/25/2021,Materials Supplier,,,Adams,5/10/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Ridge High School,Resolved,6/28/2021,School K-12,,Yes,Larimer,11/4/2020,,11,139,,,,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Ridge Public Safety Center (Thornton Police Department),Resolved,5/17/2021,Law Enforcement - Other,,Yes,Adams,5/13/2021,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foster Electric Corp,Resolved,4/28/2021,Construction Company/Contractor,,,El Paso,3/30/2021,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundation for Successful Living,Resolved,12/18/2020,School K-12,,Yes,El Paso,12/2/2020,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundry Treatment Center,Resolved,12/28/2020,Healthcare - Alcohol/Drug Abuse Treatment (inpatient),Substance Abuse Treatment Center,Yes,Routt,12/2/2020,2,1,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountain Faith Fellowship,Resolved,9/16/2020,Religious Facility,,,El Paso,8/18/2020,,1,11,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountain Middle School,Resolved,12/14/2020,School K-12,,Yes,El Paso,11/17/2020,,1,2,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountain Valley School of Colorado: April 2021,Resolved,5/31/2021,School K-12,,Yes,El Paso,4/19/2021,,2,12,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountain Valley School of Colorado: November 2020,Resolved,12/20/2020,School K-12,,Yes,El Paso,11/9/2020,,6,2,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountain- Fort Carson High School: February 2021,Resolved,3/16/2021,School K-12,,Yes,El Paso,2/16/2021,,1,8,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountain- Fort Carson High School: March 2021,Resolved,5/26/2021,School K-12,,Yes,El Paso,3/30/2021,,1,15,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fountain- Fort Carson High School: November 2020,Resolved,12/14/2020,School K-12,,Yes,El Paso,11/17/2020,,,5,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Corners Health Care Center (021299),Resolved,1/12/2021,Healthcare - Skilled Nursing,,Yes,La Plata,11/24/2020,94,53,,22,,,147,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Mile Correctional Center: April 2021,Resolved,6/11/2021,State Prison,,Yes,Colorado,4/21/2021,22,6,,,,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Mile Correctional Center: November 2020,Resolved,1/16/2021,State Prison,,Yes,Colorado,11/3/2020,404,35,,1,,,439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Seasons Veterinary Specialists: December 2020,Resolved,1/7/2021,Other,Veterinary Clinic,,Larimer,12/15/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Seasons Veterinary Specialists: February 2021,Resolved,3/22/2021,Other,Veterinary Clinic,,Larimer,2/4/2021,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fourpoints Bar,Resolved,11/30/2020,Food Manufacturing/Packaging,,Yes,Denver,11/12/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fowler Health Care (020219),Resolved,2/8/2021,Healthcare - Skilled Nursing,,Yes,Otero,11/30/2020,37,46,,,,,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Hollow Animal Hospital,Resolved,11/19/2020,Other,Veterinary Clinic,,Jefferson,10/29/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Hollow Golf Course,Resolved,11/19/2020,Outdoor Entertainment/Rec,,,Jefferson,11/2/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Meadow Middle School,Resolved,1/5/2021,School K-12,,Yes,El Paso,10/21/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fox Rent-a-Car, Inc.",Resolved,1/12/2021,Other,Car Rental,,Denver,12/18/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Ridge Middle School,Resolved,5/12/2021,School K-12,,Yes,Arapahoe,4/29/2021,,,4,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Elementary School,Resolved,5/17/2021,School K-12,,Yes,Arapahoe,4/22/2021,,,4,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin House,Resolved,10/29/2020,Healthcare - Facility for Developmentally Disabled (inpatient),,Yes,Logan,10/9/2020,3,5,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franktown Fire Rescue,Resolved,2/16/2021,Municipal/Local Government,Fire Department,Yes,Douglas,2/11/2021,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Valley Elementary School,Resolved,2/18/2021,School K-12,,Yes,Grand,1/25/2021,,1,6,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frasier Meadows Manor Inc. Assisted Living Center (23J640): April 2020,Resolved,6/19/2020,Healthcare - Assisted Living,,Yes,Boulder,3/30/2020,3,8,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frasier Meadows Manor Inc. Assisted Living Center (23J640): November 2020,Resolved,2/4/2021,Healthcare - Assisted Living,,Yes,Boulder,11/24/2020,4,20,,,,,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frassati Catholic School,Resolved,12/29/2020,Child Care Center,,Yes,Adams,10/22/2020,,2,2,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraternal Order of Eagles #3898,Resolved,9/3/2020,Bar/Tavern/Brewery,,,Prowers,8/12/2020,,3,1,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRE Composites USA,Resolved,1/26/2021,Non-Food Manufacturer/Warehouse,Plastics Fabrication,,Pueblo,11/17/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Loya Insurance- Loveland,Resolved,3/22/2021,Office/Indoor Workspace,,,Larimer,2/26/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Loya Insurance- S. Lemay Fort Collins,Resolved,1/9/2021,Office/Indoor Workspace,,,Larimer,12/23/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
